City,ISS-ID,lat,lon,latcity,loncity,nlat,nlon,MODEL,date,hour,alt,sunazt,sunelv,shu,lens,ap,ISO,Coments,NASA,CoordFLAG,URL,small,large,Thumbnail,coordimage
United States of America,ISS030-E-226097,42.5,-101.0,37.09024,-95.712891,42.5,-101.4,NIKON D3S S/N: 2007931,20120412,082504,211.0,30.0,-34.0,1,24.0 mm,1.4,3200,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=226097,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-226097.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-226097.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-226097.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=42.5&lon=-101.4
"El Paso, US",ISS033-E-11084,31.1,-105.0,31.7699559,-106.4968055,31.1,-105.2,NIKON D3S S/N: 2053892,20121009,100855,215.0,73.0,-37.0,1/13,400.0 mm,2.8,10000,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS033&roll=E&frame=11084,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS033/ISS033-E-11084.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS033/ISS033-E-11084.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS033/ISS033-E-11084.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=31.1&lon=-105.2
Việt Nam,ISS035-E-18055,17.0,108.0,14.058324,108.277199,17.0,108.3,NIKON D3S S/N: 2008336,20130409,202806,218.0,70.0,-30.0,1/30,400.0 mm,2.8,51200,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS035&roll=E&frame=18055,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS035/ISS035-E-18055.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS035/ISS035-E-18055.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS035/ISS035-E-18055.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=17.0&lon=108.3
"Bismarck, North Dakota",ISS034-E-31427,46.1,-99.0,46.8083268,-100.7837392,46.1,-99.2,NIKON D3S S/N: 2008336,20130118,111222,220.0,88.0,-31.0,0.4,180.0 mm,2.8,10000,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS034&roll=E&frame=31427,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS034/ISS034-E-31427.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS034/ISS034-E-31427.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS034/ISS034-E-31427.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=46.1&lon=-99.2
Fargo,ISS030-E-222968,46.7,-98.0,46.8771863,-96.7898034,46.7,-98.0,NIKON D3S S/N: 2053892,20120404,061603,212.0,354.0,-37.0,1/80,85.0 mm,1.4,6400,0.0,0.0,3.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=222968,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-222968.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-222968.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-222968.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=46.7&lon=-98.0
Việt Nam,ISS030-E-242450,8.4,108.2,14.058324,108.277199,8.4,108.2,NIKON D3S S/N: 2008336,20120421,171933,213.0,22.0,-68.0,1/5,50.0 mm,1.4,6400,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=242450,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-242450.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-242450.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-242450.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=8.4&lon=108.2
Việt Nam,ISS036-E-20668,16.3,107.0,14.058324,108.277199,16.3,107.8,NIKON D3S S/N: 2007945,20130717,190540,226.0,42.0,-41.0,1/30,50.0 mm,2.8,102400,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS036&roll=E&frame=20668,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS036/ISS036-E-20668.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS036/ISS036-E-20668.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS036/ISS036-E-20668.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=16.3&lon=107.8
Athens.grecia,ISS020-E-52546,39.0,24.6,37.983917,23.7293599,39.0,24.6,NIKON D2Xs S/N: 6026710,20090920,192743,181.0,306.0,-35.0,1/10,180.0 mm,2.8,800,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS020&roll=E&frame=52546,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS020/ISS020-E-52546.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS020/ISS020-E-52546.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS020/ISS020-E-52546.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=39.0&lon=24.6
México,ISS027-E-13382,30.1,-113.0,23.634501,-102.552784,30.1,-113.5,NIKON D3S S/N: 2007935,20110417,113436,185.0,65.0,-19.0,1/20,40.0 mm,3.2,12800,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS027&roll=E&frame=13382,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-13382.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS027/ISS027-E-13382.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS027/ISS027-E-13382.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=30.1&lon=-113.5
United States of America,ISS031-E-121250,33.7,-102.0,37.09024,-95.712891,33.7,-102.2,NIKON D3S S/N: 2053892,20120613,083945,211.0,29.0,-27.0,1/100,85.0 mm,1.4,6400,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS031&roll=E&frame=121250,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS031/ISS031-E-121250.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS031/ISS031-E-121250.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS031/ISS031-E-121250.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=33.7&lon=-102.2
Singapore,ISS033-E-8700,4.8,106.9,1.352083,103.819836,4.8,106.9,NIKON D3S S/N: 2053892,20120930,133930,227.0,270.0,-44.0,1/15,400.0 mm,2.8,12800,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS033&roll=E&frame=8700,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS033/ISS033-E-8700.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS033/ISS033-E-8700.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS033/ISS033-E-8700.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=4.8&lon=106.9
México,ISS034-E-50027,20.6,-105.0,23.634501,-102.552784,20.6,-105.4,NIKON D3S S/N: 2053892,20130217,065814,223.0,334.0,-80.0,0.8,180.0 mm,2.8,4000,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS034&roll=E&frame=50027,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS034/ISS034-E-50027.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS034/ISS034-E-50027.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS034/ISS034-E-50027.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=20.6&lon=-105.4
Việt Nam,ISS031-E-125947,9.8,106.5,14.058324,108.277199,9.8,106.5,NIKON D3S S/N: 2007931,20120615,192138,215.0,47.0,-41.0,0.3,24.0 mm,1.4,3200,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS031&roll=E&frame=125947,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS031/ISS031-E-125947.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS031/ISS031-E-125947.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS031/ISS031-E-125947.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=9.8&lon=106.5
ព្រះរាជាណាចក្រកម្ពុជា,ISS035-E-10869,14.2,106.0,13.5066394,104.869423,14.2,106.4,NIKON D3S S/N: 2008336,20130326,155518,218.0,315.0,-67.0,1/30,400.0 mm,2.8,51200,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS035&roll=E&frame=10869,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS035/ISS035-E-10869.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS035/ISS035-E-10869.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS035/ISS035-E-10869.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=14.2&lon=106.4
Baleares,ISS034-E-41597,36.5,0.9,39.5341789,2.8577105,36.5,0.9,NIKON D3S S/N: 2007931,20130204,202055,223.0,276.0,-35.0,1/8,19.0 mm,2.8,25600,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS034&roll=E&frame=41597,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS034/ISS034-E-41597.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS034/ISS034-E-41597.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS034/ISS034-E-41597.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=36.5&lon=.9
United States of America,ISS034-E-38652,34.4,-101.0,37.09024,-95.712891,34.4,-101.1,NIKON D3S S/N: 2008336,20130202,113240,219.0,93.0,-27.0,1/20,400.0 mm,2.8,51200,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS034&roll=E&frame=38652,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS034/ISS034-E-38652.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS034/ISS034-E-38652.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS034/ISS034-E-38652.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=34.4&lon=-101.1
United States of America,ISS034-E-40506,46.3,-96.0,37.09024,-95.712891,46.3,-96.2,NIKON D3S S/N: 2008336,20130206,080941,221.0,39.0,-54.0,1/20,400.0 mm,2.8,51200,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS034&roll=E&frame=40506,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS034/ISS034-E-40506.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS034/ISS034-E-40506.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS034/ISS034-E-40506.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=46.3&lon=-96.2
United States of America,ISS030-E-222971,47.6,-95.0,37.09024,-95.712891,47.6,-95.0,NIKON D3S S/N: 2053892,20120404,061640,212.0,358.0,-37.0,1/80,85.0 mm,1.4,6400,0.0,0.0,0.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS030&roll=E&frame=222971,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS030/ISS030-E-222971.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS030/ISS030-E-222971.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS030/ISS030-E-222971.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=47.6&lon=-95.0
México,ISS034-E-39170,25.8,-103.0,23.634501,-102.552784,25.8,-103.4,NIKON D3S S/N: 2008336,20130122,074713,224.0,60.0,-79.0,1/8,180.0 mm,2.8,10000,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS034&roll=E&frame=39170,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS034/ISS034-E-39170.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS034/ISS034-E-39170.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS034/ISS034-E-39170.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=25.8&lon=-103.4
Singapore,ISS033-E-8887,3.7,106.1,1.352083,103.819836,3.7,106.1,NIKON D3S S/N: 2007931,20120930,133908,227.0,269.0,-44.0,1/13,180.0 mm,2.8,8000,0.0,0.0,5.0,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS033&roll=E&frame=8887,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS033/ISS033-E-8887.jpg,http://eol.jsc.nasa.gov/sseop/images/ESC/large/ISS033/ISS033-E-8887.jpg,http://eol.jsc.nasa.gov/sseop/images/thumb/ISS033/ISS033-E-8887.jpg,http://eol.jsc.nasa.gov/scripts/SSEOP/MapCoordinate/MapCoordinate.pl?lat=3.7&lon=106.1
